VaccinationDate,age_group,first_dose,second_dose,third_dose
2021-03-09,70-79,815,1719,0
2021-03-09,30-39,5849,19877,0
2021-03-09,90+,88,166,0
2021-03-09,60-69,1698,3558,0
2021-03-10,80-89,341,422,0
2021-03-10,70-79,714,1031,0
2021-03-10,40-49,3464,9023,0
2021-03-10,90+,88,94,0
2021-03-10,30-39,4932,14960,0
2021-03-10,60-69,1291,2377,0
2021-03-10,20-29,6732,19577,0
2021-03-10,0-19,3464,5987,0
2021-03-10,50-59,2171,5106,0
2021-03-11,90+,74,62,0
2021-03-11,30-39,5241,18390,0
2021-03-11,70-79,594,1071,0
2021-03-11,40-49,3589,11261,0
2021-03-11,60-69,1319,2881,0
2021-03-11,80-89,320,403,0
2021-03-11,20-29,6703,21668,0
2021-03-11,0-19,3098,6902,0
2021-03-11,50-59,2199,6333,0
2021-03-12,50-59,1024,3834,0
2021-03-12,60-69,561,1511,0
2021-03-12,40-49,1763,6803,0
2021-03-12,80-89,112,182,0
2021-03-12,0-19,1427,4058,0
2021-03-12,20-29,3414,13138,0
2021-03-12,70-79,276,483,0
2021-03-12,30-39,2551,11305,0
2021-03-12,90+,28,20,0
2021-03-13,50-59,715,2351,0
2021-03-13,20-29,2551,8201,0
2021-03-13,80-89,53,148,0
2021-03-13,0-19,1122,2997,0
2021-03-13,30-39,1682,6100,0
2021-03-13,40-49,1277,4104,0
2021-03-13,60-69,330,931,0
2021-03-13,70-79,139,337,0
2021-03-13,90+,<15,26,0
2021-03-14,20-29,6309,22256,0
2021-03-14,0-19,2975,7360,0
2021-03-14,40-49,2988,11737,0
2021-03-14,30-39,4561,19724,0
2021-03-14,70-79,581,1687,0
2021-03-14,50-59,1921,6770,0
2021-03-14,80-89,287,693,0
2021-03-14,60-69,1182,3500,0
2021-03-14,90+,66,142,0
2021-03-15,80-89,263,835,0
2021-03-15,0-19,2614,8050,0
2021-03-15,30-39,4544,20411,0
2021-03-15,90+,57,200,0
2021-03-15,20-29,6139,23760,0
2021-03-15,70-79,515,1962,0
2021-03-15,60-69,1059,3807,0
2021-03-15,40-49,2972,12045,0
2021-03-15,50-59,1830,7089,0
2021-03-16,20-29,5680,22215,0
2021-03-16,80-89,263,758,0
2021-03-16,0-19,2575,7981,0
2021-03-16,50-59,1656,6377,0
2021-03-16,40-49,2788,10673,0
2021-03-16,90+,76,141,0
2021-03-16,60-69,1006,3391,0
2021-03-16,70-79,526,1700,0
2021-03-16,30-39,4046,18156,0
2021-03-17,20-29,5226,17900,0
2021-03-17,0-19,2350,6296,0
2021-03-17,30-39,3960,14901,0
2021-03-17,40-49,2639,8972,0
2021-03-17,70-79,462,1572,0
2021-03-17,60-69,988,2903,0
2021-03-17,90+,45,158,0
2021-03-17,80-89,231,699,0
2021-03-17,50-59,1668,5527,0
2021-03-18,30-39,3607,15025,0
2021-03-18,70-79,439,1293,0
2021-03-18,50-59,1538,5552,0
2021-03-18,0-19,2045,6003,0
2021-03-18,80-89,236,643,0
2021-03-18,20-29,4613,17184,0
2021-03-18,60-69,924,2841,0
2021-03-18,90+,67,131,0
2021-03-18,40-49,2425,9359,0
2021-03-19,30-39,1730,7525,0
2021-03-19,90+,<15,41,0
2021-03-19,70-79,135,544,0
2021-03-19,80-89,73,281,0
2021-03-19,20-29,1939,8373,0
2021-03-19,60-69,318,1215,0
2021-03-19,50-59,662,2702,0
2021-03-19,40-49,1120,4541,0
2021-03-19,0-19,818,2685,0
2021-03-20,30-39,1041,3379,0
2021-03-20,60-69,230,605,0
2021-03-20,40-49,769,2457,0
2021-03-20,0-19,717,2067,0
2021-03-20,90+,<15,<15,0
2021-03-20,80-89,47,104,0
2021-03-20,50-59,464,1430,0
2021-03-20,70-79,102,296,0
2021-03-20,20-29,1766,4907,0
2021-03-21,90+,47,101,0
2021-03-21,50-59,1190,3718,0
2021-03-21,30-39,2948,10322,0
2021-03-21,40-49,1831,6247,0
2021-03-21,70-79,376,1039,0
2021-03-21,60-69,748,2119,0
2021-03-21,20-29,3996,11779,0
2021-03-21,80-89,179,556,0
2021-03-21,0-19,1764,4544,0
2021-03-22,50-59,1204,3653,0
2021-03-22,20-29,4202,12007,0
2021-03-22,90+,69,125,0
2021-03-22,70-79,415,1054,0
2021-03-22,30-39,3043,10255,0
2021-03-22,40-49,1901,6206,0
2021-03-22,80-89,162,554,0
2021-03-22,0-19,1691,4597,0
2021-03-22,60-69,736,1983,0
2021-03-23,80-89,27,89,0
2021-03-23,60-69,183,295,0
2021-03-23,40-49,391,1187,0
2021-03-23,90+,<15,18,0
2021-03-23,70-79,65,178,0
2021-03-23,30-39,571,1759,0
2021-03-23,20-29,833,2203,0
2021-03-23,0-19,321,827,0
2021-03-23,50-59,280,648,0
2021-03-24,90+,43,140,0
2021-03-24,60-69,547,2336,0
2021-03-24,30-39,2343,11373,0
2021-03-24,40-49,1639,6917,0
2021-03-24,70-79,304,1260,0
2021-03-24,0-19,1380,5299,0
2021-03-24,80-89,181,664,0
2021-03-24,20-29,3510,14382,0
2021-03-24,50-59,910,4071,0
2021-03-25,60-69,549,1582,0
2021-03-25,50-59,935,3177,0
2021-03-25,20-29,3109,10931,0
2021-03-25,80-89,152,414,0
2021-03-25,0-19,1269,4315,0
2021-03-25,30-39,2273,8624,0
2021-03-25,70-79,278,765,0
2021-03-25,90+,45,97,0
2021-03-25,40-49,1495,5416,0
2021-03-26,20-29,1200,4175,0
2021-03-26,50-59,392,1161,0
2021-03-26,70-79,98,254,0
2021-03-26,30-39,993,3291,0
2021-03-26,80-89,43,141,0
2021-03-26,0-19,457,1532,0
2021-03-26,90+,18,31,0
2021-03-26,60-69,226,538,0
2021-03-26,40-49,626,2129,0
2021-03-27,20-29,587,1501,0
2021-03-27,50-59,134,387,0
2021-03-27,0-19,255,544,0
2021-03-27,90+,<15,<15,0
2021-03-27,80-89,<15,27,0
2021-03-27,30-39,388,875,0
2021-03-27,40-49,240,649,0
2021-03-27,60-69,82,164,0
2021-03-27,70-79,29,70,0
2021-03-28,20-29,730,1499,0
2021-03-28,0-19,285,680,0
2021-03-28,80-89,15,28,0
2021-03-28,60-69,69,189,0
2021-03-28,90+,<15,<15,0
2021-03-28,40-49,290,710,0
2021-03-28,30-39,440,937,0
2021-03-28,70-79,39,90,0
2021-03-28,50-59,181,429,0
2021-03-29,0-19,905,3643,0
2021-03-29,20-29,1870,8816,0
2021-03-29,80-89,130,433,0
2021-03-29,90+,47,107,0
2021-03-29,70-79,228,825,0
2021-03-29,60-69,460,1548,0
2021-03-29,30-39,1422,7013,0
2021-03-29,40-49,1024,4700,0
2021-03-29,50-59,717,2849,0
2021-03-30,80-89,156,376,0
2021-03-30,90+,58,81,0
2021-03-30,20-29,2234,6678,0
2021-03-30,0-19,1121,2837,0
2021-03-30,50-59,732,2121,0
2021-03-30,70-79,278,613,0
2021-03-30,30-39,1599,5102,0
2021-03-30,40-49,1064,3348,0
2021-03-30,60-69,484,1165,0
2021-03-31,80-89,200,283,0
2021-03-31,0-19,1002,2321,0
2021-03-31,20-29,2305,5662,0
2021-03-31,70-79,303,542,0
2021-03-31,30-39,1674,4707,0
2021-03-31,50-59,800,1779,0
2021-03-31,90+,58,74,0
2021-03-31,60-69,489,1005,0
2021-03-31,40-49,1183,2979,0
2021-04-01,20-29,2294,5741,0
2021-04-01,80-89,168,240,0
2021-04-01,0-19,1113,2371,0
2021-04-01,50-59,789,1648,0
2021-04-01,30-39,1621,4427,0
2021-04-01,70-79,264,429,0
2021-04-01,90+,48,63,0
2021-04-01,40-49,1223,2766,0
2021-04-01,60-69,493,883,0
2021-04-02,20-29,833,2550,0
2021-04-02,0-19,327,906,0
2021-04-02,80-89,28,84,0
2021-04-02,90+,<15,16,0
2021-04-02,30-39,674,2083,0
2021-04-02,60-69,132,323,0
2021-04-02,40-49,444,1294,0
2021-04-02,70-79,64,142,0
2021-04-02,50-59,314,642,0
2021-04-03,30-39,254,600,0
2021-04-03,90+,<15,<15,0
2021-04-03,70-79,32,60,0
2021-04-03,20-29,475,1078,0
2021-04-03,80-89,<15,17,0
2021-04-03,0-19,208,386,0
2021-04-03,60-69,63,108,0
2021-04-03,40-49,185,437,0
2021-04-03,50-59,134,222,0
2021-04-04,80-89,162,310,0
2021-04-04,30-39,2102,5431,0
2021-04-04,40-49,1371,3471,0
2021-04-04,20-29,2849,7121,0
2021-04-04,90+,57,69,0
2021-04-04,60-69,563,1023,0
2021-04-04,70-79,315,503,0
2021-04-04,50-59,869,1849,0
2021-04-04,0-19,1276,2991,0
2021-04-05,70-79,365,469,0
2021-04-05,60-69,585,900,0
2021-04-05,40-49,1419,2955,0
2021-04-05,30-39,2184,4823,0
2021-04-05,80-89,224,248,0
2021-04-05,90+,70,77,0
2021-04-05,0-19,1497,3119,0
2021-04-05,20-29,2940,6808,0
2021-04-05,50-59,933,1756,0
2021-04-06,40-49,1270,2480,0
2021-04-06,60-69,567,801,0
2021-04-06,50-59,853,1401,0
2021-04-06,0-19,1175,2210,0
2021-04-06,20-29,2420,5146,0
2021-04-06,80-89,188,195,0
2021-04-06,90+,66,71,0
2021-04-06,30-39,1930,3930,0
2021-04-06,70-79,374,409,0
2021-04-07,0-19,1209,2129,0
2021-04-07,50-59,849,1294,0
2021-04-07,60-69,590,669,0
2021-04-07,20-29,2502,4673,0
2021-04-07,80-89,177,216,0
2021-04-07,30-39,1816,3463,0
2021-04-07,70-79,310,355,0
2021-04-07,40-49,1205,2317,0
2021-04-07,90+,82,56,0
2021-04-08,20-29,2582,5111,0
2021-04-08,50-59,850,1443,0
2021-04-08,30-39,2014,4212,0
2021-04-08,90+,83,47,0
2021-04-08,80-89,185,208,0
2021-04-08,0-19,1227,2101,0
2021-04-08,70-79,310,379,0
2021-04-08,40-49,1390,2562,0
2021-04-08,60-69,581,803,0
2021-04-09,20-29,941,1844,0
2021-04-09,80-89,40,67,0
2021-04-09,0-19,453,765,0
2021-04-09,40-49,505,946,0
2021-04-09,70-79,76,106,0
2021-04-09,30-39,898,1642,0
2021-04-09,60-69,173,234,0
2021-04-09,50-59,334,502,0
2021-04-09,90+,<15,<15,0
2021-04-10,0-19,194,492,0
2021-04-10,80-89,<15,28,0
2021-04-10,40-49,212,521,0
2021-04-10,30-39,341,745,0
2021-04-10,20-29,517,1200,0
2021-04-10,90+,<15,<15,0
2021-04-10,70-79,43,61,0
2021-04-10,60-69,75,113,0
2021-04-10,50-59,142,297,0
2021-04-11,80-89,159,176,0
2021-04-11,50-59,771,1175,0
2021-04-11,20-29,2560,4449,0
2021-04-11,0-19,1286,2027,0
2021-04-11,70-79,344,338,0
2021-04-11,30-39,1980,3274,0
2021-04-11,90+,60,64,0
2021-04-11,60-69,565,668,0
2021-04-11,40-49,1207,1987,0
2021-04-12,20-29,2482,4245,0
2021-04-12,80-89,210,161,0
2021-04-12,0-19,1346,1758,0
2021-04-12,70-79,330,356,0
2021-04-12,60-69,562,629,0
2021-04-12,30-39,1744,3032,0
2021-04-12,40-49,1155,1809,0
2021-04-12,90+,78,63,0
2021-04-12,50-59,852,1045,0
2021-04-13,30-39,1267,1240,0
2021-04-13,90+,86,30,0
2021-04-13,40-49,822,691,0
2021-04-13,70-79,237,134,0
2021-04-13,80-89,160,77,0
2021-04-13,0-19,668,577,0
2021-04-13,20-29,1536,1442,0
2021-04-13,60-69,345,246,0
2021-04-13,50-59,544,410,0
2021-04-14,80-89,73,113,0
2021-04-14,60-69,227,289,0
2021-04-14,40-49,533,800,0
2021-04-14,50-59,386,494,0
2021-04-14,70-79,141,160,0
2021-04-14,30-39,817,1215,0
2021-04-14,90+,17,34,0
2021-04-14,0-19,384,588,0
2021-04-14,20-29,891,1475,0
2021-04-15,60-69,44,29,0
2021-04-15,30-39,90,97,0
2021-04-15,80-89,<15,<15,0
2021-04-15,90+,<15,<15,0
2021-04-15,20-29,133,128,0
2021-04-15,0-19,53,67,0
2021-04-15,70-79,27,25,0
2021-04-15,40-49,65,78,0
2021-04-15,50-59,77,51,0
2021-04-16,90+,<15,24,0
2021-04-16,70-79,75,133,0
2021-04-16,30-39,743,1658,0
2021-04-16,50-59,298,493,0
2021-04-16,40-49,472,1017,0
2021-04-16,60-69,184,297,0
2021-04-16,20-29,975,2034,0
2021-04-16,0-19,441,788,0
2021-04-16,80-89,45,82,0
2021-04-17,50-59,69,146,0
2021-04-17,20-29,268,688,0
2021-04-17,90+,0,<15,0
2021-04-17,80-89,<15,<15,0
2021-04-17,30-39,177,447,0
2021-04-17,40-49,105,274,0
2021-04-17,60-69,33,75,0
2021-04-17,70-79,19,25,0
2021-04-17,0-19,82,268,0
2021-04-18,70-79,230,210,0
2021-04-18,60-69,456,375,0
2021-04-18,30-39,1423,1715,0
2021-04-18,40-49,964,996,0
2021-04-18,20-29,2067,2415,0
2021-04-18,0-19,1096,983,0
2021-04-18,50-59,634,570,0
2021-04-18,80-89,93,91,0
2021-04-18,90+,30,27,0
2021-04-19,90+,32,55,0
2021-04-19,50-59,573,601,0
2021-04-19,40-49,853,918,0
2021-04-19,60-69,393,392,0
2021-04-19,80-89,95,142,0
2021-04-19,0-19,954,898,0
2021-04-19,20-29,1867,2215,0
2021-04-19,70-79,204,209,0
2021-04-19,30-39,1283,1587,0
2021-04-20,50-59,593,569,0
2021-04-20,20-29,1709,1954,0
2021-04-20,80-89,97,147,0
2021-04-20,0-19,831,825,0
2021-04-20,30-39,1364,1610,0
2021-04-20,60-69,359,421,0
2021-04-20,40-49,903,958,0
2021-04-20,90+,38,61,0
2021-04-20,70-79,207,210,0
2021-04-21,20-29,1719,2094,0
2021-04-21,30-39,1342,1546,0
2021-04-21,70-79,209,220,0
2021-04-21,40-49,869,1017,0
2021-04-21,50-59,662,616,0
2021-04-21,0-19,820,881,0
2021-04-21,60-69,391,374,0
2021-04-21,80-89,121,163,0
2021-04-21,90+,48,54,0
2021-04-22,80-89,85,165,0
2021-04-22,0-19,764,954,0
2021-04-22,90+,<15,61,0
2021-04-22,30-39,1246,1701,0
2021-04-22,20-29,1614,2204,0
2021-04-22,70-79,210,255,0
2021-04-22,50-59,571,706,0
2021-04-22,60-69,396,415,0
2021-04-22,40-49,889,1081,0
2021-04-23,20-29,698,974,0
2021-04-23,80-89,27,35,0
2021-04-23,0-19,407,458,0
2021-04-23,50-59,268,325,0
2021-04-23,40-49,400,485,0
2021-04-23,30-39,638,802,0
2021-04-23,90+,<15,<15,0
2021-04-23,70-79,52,51,0
2021-04-23,60-69,119,140,0
2021-04-24,20-29,246,472,0
2021-04-24,0-19,110,179,0
2021-04-24,40-49,107,180,0
2021-04-24,30-39,135,256,0
2021-04-24,70-79,<15,16,0
2021-04-24,60-69,23,31,0
2021-04-24,80-89,<15,<15,0
2021-04-24,90+,0,<15,0
2021-04-24,50-59,56,94,0
2021-04-25,90+,17,36,0
2021-04-25,30-39,1043,1587,0
2021-04-25,50-59,434,549,0
2021-04-25,0-19,611,895,0
2021-04-25,80-89,76,110,0
2021-04-25,20-29,1394,2146,0
2021-04-25,60-69,302,382,0
2021-04-25,70-79,167,203,0
2021-04-25,40-49,685,944,0
2021-04-26,80-89,78,154,0
2021-04-26,20-29,1618,2425,0
2021-04-26,90+,29,49,0
2021-04-26,70-79,162,254,0
2021-04-26,40-49,728,1070,0
2021-04-26,30-39,1185,1637,0
2021-04-26,60-69,259,358,0
2021-04-26,50-59,434,654,0
2021-04-26,0-19,860,1169,0
2021-04-27,70-79,161,237,0
2021-04-27,30-39,971,1468,0
2021-04-27,40-49,631,932,0
2021-04-27,60-69,265,395,0
2021-04-27,0-19,645,856,0
2021-04-27,90+,28,59,0
2021-04-27,80-89,97,158,0
2021-04-27,20-29,1124,1784,0
2021-04-27,50-59,453,590,0
2021-04-28,90+,21,79,0
2021-04-28,50-59,385,618,0
2021-04-28,30-39,942,1532,0
2021-04-28,60-69,247,404,0
2021-04-28,70-79,139,222,0
2021-04-28,40-49,621,923,0
2021-04-28,80-89,57,156,0
2021-04-28,0-19,649,1056,0
2021-04-28,20-29,1280,2181,0
2021-04-29,50-59,415,631,0
2021-04-29,60-69,281,395,0
2021-04-29,20-29,1070,2073,0
2021-04-29,30-39,955,1641,0
2021-04-29,70-79,143,245,0
2021-04-29,90+,16,69,0
2021-04-29,40-49,696,1011,0
2021-04-29,80-89,79,154,0
2021-04-29,0-19,565,936,0
2021-04-30,70-79,28,77,0
2021-04-30,40-49,326,435,0
2021-04-30,30-39,437,822,0
2021-04-30,60-69,102,124,0
2021-04-30,90+,<15,<15,0
2021-04-30,20-29,430,866,0
2021-04-30,0-19,245,404,0
2021-04-30,50-59,185,259,0
2021-04-30,80-89,21,65,0
2021-05-01,50-59,24,45,0
2021-05-01,90+,0,<15,0
2021-05-01,40-49,60,114,0
2021-05-01,30-39,89,202,0
2021-05-01,60-69,<15,33,0
2021-05-01,70-79,<15,<15,0
2021-05-01,80-89,<15,<15,0
2021-05-01,20-29,149,315,0
2021-05-01,0-19,48,113,0
2021-05-02,50-59,295,414,0
2021-05-02,60-69,165,326,0
2021-05-02,20-29,902,1844,0
2021-05-02,80-89,48,95,0
2021-05-02,0-19,513,940,0
2021-05-02,40-49,416,783,0
2021-05-02,90+,<15,32,0
2021-05-02,70-79,107,174,0
2021-05-02,30-39,707,1392,0
2021-05-03,20-29,933,1599,0
2021-05-03,30-39,782,1353,0
2021-05-03,70-79,96,198,0
2021-05-03,50-59,309,447,0
2021-05-03,80-89,51,113,0
2021-05-03,90+,15,49,0
2021-05-03,40-49,501,791,0
2021-05-03,60-69,205,334,0
2021-05-03,0-19,531,795,0
2021-05-04,30-39,760,1045,0
2021-05-04,20-29,982,1265,0
2021-05-04,0-19,444,618,0
2021-05-04,50-59,329,382,0
2021-05-04,80-89,65,130,0
2021-05-04,90+,18,55,0
2021-05-04,40-49,483,677,0
2021-05-04,70-79,132,172,0
2021-05-04,60-69,206,239,0
2021-05-05,0-19,503,553,0
2021-05-05,80-89,59,110,0
2021-05-05,20-29,798,1101,0
2021-05-05,50-59,265,351,0
2021-05-05,60-69,167,186,0
2021-05-05,40-49,488,527,0
2021-05-05,90+,15,36,0
2021-05-05,70-79,83,145,0
2021-05-05,30-39,761,916,0
2021-05-06,0-19,555,490,0
2021-05-06,20-29,901,922,0
2021-05-06,80-89,44,53,0
2021-05-06,60-69,177,157,0
2021-05-06,90+,<15,<15,0
2021-05-06,70-79,99,80,0
2021-05-06,30-39,820,628,0
2021-05-06,40-49,490,386,0
2021-05-06,50-59,371,244,0
2021-05-07,80-89,<15,40,0
2021-05-07,90+,<15,<15,0
2021-05-07,0-19,211,316,0
2021-05-07,20-29,424,706,0
2021-05-07,50-59,175,209,0
2021-05-07,30-39,435,542,0
2021-05-07,70-79,41,42,0
2021-05-07,40-49,283,354,0
2021-05-07,60-69,106,117,0
2021-05-08,20-29,66,180,0
2021-05-08,0-19,25,51,0
2021-05-08,80-89,<15,0,0
2021-05-08,70-79,<15,<15,0
2021-05-08,30-39,44,96,0
2021-05-08,90+,0,<15,0
2021-05-08,50-59,15,33,0
2021-05-08,40-49,24,54,0
2021-05-08,60-69,<15,17,0
2021-05-09,20-29,746,1406,0
2021-05-09,80-89,38,86,0
2021-05-09,0-19,436,703,0
2021-05-09,50-59,277,361,0
2021-05-09,70-79,96,154,0
2021-05-09,40-49,406,573,0
2021-05-09,60-69,133,290,0
2021-05-09,90+,<15,46,0
2021-05-09,30-39,627,1040,0
2021-05-10,20-29,709,1303,0
2021-05-10,0-19,401,705,0
2021-05-10,90+,18,51,0
2021-05-10,60-69,147,257,0
2021-05-10,80-89,39,102,0
2021-05-10,70-79,99,159,0
2021-05-10,30-39,642,1018,0
2021-05-10,40-49,436,605,0
2021-05-10,50-59,287,370,0
2021-05-11,90+,<15,17,0
2021-05-11,70-79,68,127,0
2021-05-11,30-39,556,857,0
2021-05-11,20-29,693,1082,0
2021-05-11,50-59,222,335,0
2021-05-11,80-89,51,68,0
2021-05-11,0-19,395,492,0
2021-05-11,40-49,330,536,0
2021-05-11,60-69,122,180,0
2021-05-12,20-29,468,827,0
2021-05-12,80-89,27,71,0
2021-05-12,70-79,55,96,0
2021-05-12,30-39,484,715,0
2021-05-12,60-69,127,181,0
2021-05-12,40-49,289,455,0
2021-05-12,90+,21,29,0
2021-05-12,50-59,174,265,0
2021-05-12,0-19,206,506,0
2021-05-13,40-49,266,494,0
2021-05-13,70-79,52,129,0
2021-05-13,30-39,391,756,0
2021-05-13,60-69,112,196,0
2021-05-13,80-89,24,74,0
2021-05-13,90+,<15,<15,0
2021-05-13,0-19,318,662,0
2021-05-13,20-29,522,920,0
2021-05-13,50-59,153,282,0
2021-05-14,90+,<15,<15,0
2021-05-14,30-39,175,339,0
2021-05-14,40-49,106,202,0
2021-05-14,60-69,36,61,0
2021-05-14,70-79,28,37,0
2021-05-14,0-19,148,236,0
2021-05-14,80-89,<15,21,0
2021-05-14,50-59,86,124,0
2021-05-14,20-29,204,344,0
2021-05-15,60-69,<15,20,0
2021-05-15,50-59,16,44,0
2021-05-15,20-29,54,55,0
2021-05-15,40-49,25,25,0
2021-05-15,30-39,30,31,0
2021-05-15,70-79,<15,<15,0
2021-05-15,80-89,<15,<15,0
2021-05-15,0-19,<15,<15,0
2021-05-16,70-79,15,28,0
2021-05-16,40-49,60,151,0
2021-05-16,90+,0,<15,0
2021-05-16,60-69,25,55,0
2021-05-16,30-39,88,269,0
2021-05-16,20-29,136,366,0
2021-05-16,50-59,43,92,0
2021-05-16,0-19,65,170,0
2021-05-16,80-89,<15,17,0
2021-05-17,50-59,25,112,0
2021-05-17,70-79,<15,23,0
2021-05-17,60-69,<15,72,0
2021-05-17,40-49,34,107,0
2021-05-17,30-39,38,137,0
2021-05-17,80-89,0,<15,0
2021-05-17,0-19,23,76,0
2021-05-17,20-29,61,235,0
2021-05-18,50-59,193,456,0
2021-05-18,60-69,113,321,0
2021-05-18,40-49,261,677,0
2021-05-18,20-29,449,1228,0
2021-05-18,70-79,65,216,0
2021-05-18,30-39,399,1156,0
2021-05-18,90+,<15,40,0
2021-05-18,80-89,30,95,0
2021-05-18,0-19,310,643,0
2021-05-19,30-39,431,1072,0
2021-05-19,80-89,43,90,0
2021-05-19,40-49,271,650,0
2021-05-19,90+,26,30,0
2021-05-19,60-69,130,330,0
2021-05-19,70-79,66,140,0
2021-05-19,0-19,305,688,0
2021-05-19,50-59,171,456,0
2021-05-19,20-29,615,1447,0
2021-05-20,80-89,21,81,0
2021-05-20,90+,<15,27,0
2021-05-20,30-39,469,859,0
2021-05-20,70-79,68,135,0
2021-05-20,60-69,126,213,0
2021-05-20,40-49,287,521,0
2021-05-20,0-19,373,554,0
2021-05-20,20-29,596,1009,0
2021-05-20,50-59,192,350,0
2021-05-21,90+,0,<15,0
2021-05-21,70-79,18,32,0
2021-05-21,40-49,141,175,0
2021-05-21,30-39,259,323,0
2021-05-21,50-59,98,98,0
2021-05-21,60-69,52,71,0
2021-05-21,20-29,297,326,0
2021-05-21,80-89,<15,22,0
2021-05-21,0-19,167,220,0
2021-05-22,50-59,21,28,0
2021-05-22,70-79,<15,<15,0
2021-05-22,30-39,32,90,0
2021-05-22,80-89,<15,<15,0
2021-05-22,40-49,17,57,0
2021-05-22,60-69,<15,<15,0
2021-05-22,90+,0,<15,0
2021-05-22,20-29,52,110,0
2021-05-22,0-19,19,34,0
2021-05-23,70-79,52,102,0
2021-05-23,30-39,519,760,0
2021-05-23,40-49,284,424,0
2021-05-23,60-69,107,149,0
2021-05-23,0-19,365,506,0
2021-05-23,20-29,613,885,0
2021-05-23,50-59,237,263,0
2021-05-23,80-89,24,46,0
2021-05-23,90+,<15,<15,0
2021-05-24,60-69,114,175,0
2021-05-24,40-49,254,511,0
2021-05-24,90+,<15,16,0
2021-05-24,30-39,453,925,0
2021-05-24,70-79,54,112,0
2021-05-24,50-59,225,304,0
2021-05-24,80-89,26,63,0
2021-05-24,0-19,337,500,0
2021-05-24,20-29,518,884,0
2021-05-25,50-59,152,237,0
2021-05-25,0-19,233,355,0
2021-05-25,60-69,136,173,0
2021-05-25,30-39,378,542,0
2021-05-25,20-29,406,616,0
2021-05-25,80-89,29,68,0
2021-05-25,70-79,61,96,0
2021-05-25,40-49,265,354,0
2021-05-25,90+,<15,24,0
2021-05-26,0-19,215,355,0
2021-05-26,50-59,109,191,0
2021-05-26,20-29,343,612,0
2021-05-26,30-39,251,597,0
2021-05-26,60-69,73,130,0
2021-05-26,90+,<15,<15,0
2021-05-26,70-79,53,88,0
2021-05-26,40-49,177,328,0
2021-05-26,80-89,24,52,0
2021-05-27,20-29,487,896,0
2021-05-27,70-79,50,89,0
2021-05-27,30-39,383,614,0
2021-05-27,0-19,268,575,0
2021-05-27,80-89,21,63,0
2021-05-27,50-59,159,225,0
2021-05-27,90+,<15,23,0
2021-05-27,40-49,233,359,0
2021-05-27,60-69,76,149,0
2021-05-28,20-29,168,259,0
2021-05-28,80-89,<15,<15,0
2021-05-28,0-19,100,151,0
2021-05-28,50-59,80,159,0
2021-05-28,60-69,34,86,0
2021-05-28,70-79,<15,37,0
2021-05-28,90+,<15,<15,0
2021-05-28,30-39,144,340,0
2021-05-28,40-49,99,223,0
2021-05-29,20-29,27,67,0
2021-05-29,0-19,15,25,0
2021-05-29,90+,0,<15,0
2021-05-29,60-69,<15,<15,0
2021-05-29,80-89,<15,<15,0
2021-05-29,30-39,23,33,0
2021-05-29,40-49,24,20,0
2021-05-29,70-79,0,<15,0
2021-05-29,50-59,<15,<15,0
2021-05-30,90+,<15,<15,0
2021-05-30,30-39,359,442,0
2021-05-30,70-79,58,78,0
2021-05-30,20-29,403,475,0
2021-05-30,80-89,24,35,0
2021-05-30,50-59,158,157,0
2021-05-30,0-19,227,283,0
2021-05-30,40-49,230,274,0
2021-05-30,60-69,94,103,0
2021-05-31,20-29,490,520,0
2021-05-31,80-89,<15,18,0
2021-05-31,50-59,120,186,0
2021-05-31,30-39,442,497,0
2021-05-31,60-69,89,117,0
2021-05-31,90+,<15,<15,0
2021-05-31,40-49,207,273,0
2021-05-31,70-79,42,60,0
2021-05-31,0-19,180,310,0
